Title,Description,Type,Language,License,Data Status,Hosted/Linked,Update Frequency,Landing Page,Date Published,Date Updated,Contact Point,Data Granularity,Temporal Coverage From,Temporal Coverage To,Spatial Coverage,Jurisdiction,Data Portal,Publisher/Agency,Keywords,Groups
Prescribed Burns,"The dataset provides mapping of proposed burns conducted by the Department of Environment, Water and Natural Resources. It also contains some Forestry and SA Water prescribed burns. The proposed burn boundary polygons is the Assessment Area that is the area used for the environmental assessment for a prescribed burn.",dataset,English,Creative Commons Attribution-NoDerivs,active,Linked,weekly,/data/dataset/13d3bb89-4354-4a36-9857-b8ee7ad93904,2017-04-03T01:16:24.546380,2017-05-07T23:43:14.948306,datasa@sa.gov.au,,,,South Australia,Government of South Australia,data.sa.gov.au,Department for Environment and Water,"Ecological Burn, Fire, Fire Hazard, Fuel Reduction, Prescribed Burn, Proposed Burn","emergency-and-safety, water-energy-resources-environment-and-science"
Prescribed Surface Water Areas,"In response to water usage issues, certain areas within the state may be prescribed in order to control future water extraction processes.  The prescription may be either area based or watercourse based (or in some area both e.g. Barossa).  This layer contains the linework of the water resource areas (surface water, groundwater and watercourse) which have been prescribed through legislation.  This layer is maintained as the master linework of the prescribed areas within the state.",dataset,English,Creative Commons Attribution,active,Linked,asRequired,/data/dataset/8e223bcf-7a32-4d43-a0b9-f39c5f65a7da,2013-05-18T13:56:09.890688,2020-02-24T02:30:58.328412,DEWNR.CustomerServiceCentre@sa.gov.au,N/A,March 2012,,South Australia,Government of South Australia,data.sa.gov.au,Department for Environment and Water,"nature, Quality, Rivers, Water, Water Management, Water Quality Management, Water Resources, Water Rivers Management, Water Supply Management, Water Surface Management",water-energy-resources-environment-and-science
Prescribed Watercourses,"In response to water management and usage issues, certain areas within the state have been prescribed in order to equitably share and manage the water resources and control future water extraction processes.  The prescription may be placed on surface water areas (e.g. farm dams), groundwater (areas of bores and wells) or watercourses (streams and rivers) or a combination of types.
This layer contains the linework delineating the watercourses which have been prescribed through legislation (Water Resources Act 1997).  It is maintained as the master linework of the prescribed watercourses within the state.  This layer will mainly be used for administration purposes for water licensing.
This dataset only provides details of prescribed watercourses (streams and rivers) while the associated datasets, Prescribed Surface Water Areas and Prescribed Wells Areas, contains the linework for the prescribed surface water areas and ground water areas within the state.
The Water Resources Act 1997 defines the principles for prescribing a watercourse and the resource management policies.  Each prescribed watercourse requires a Water Allocation Plan to be prepared by the appropriate Catchment Water Management Board.",dataset,English,Creative Commons Attribution,active,Linked,asRequired,/data/dataset/00f1ac6c-0b3d-4611-8f58-ff942800d4c2,2013-05-18T14:18:51.204013,2020-02-19T00:34:03.940960,DEWNR.CustomerServiceCentre@sa.gov.au,N/A,March 2012,,South Australia,Government of South Australia,data.sa.gov.au,Department for Environment and Water,"Water Management, Water Quality Management, Water Resources, Water Rivers Management, Water Supply Management, Water Surface Management",water-energy-resources-environment-and-science
Prescribed Water Resources Area,"This layer contains the linework of the water resource areas (surface water, groundwater and watercourse) which have been prescribed through legislation.  This layer is maintained as the master linework of the prescribed areas within the state. Please refer to the metadata document for more information.",dataset,,Creative Commons Attribution,active,Linked,asRequired,/data/dataset/5987e234-cf4e-4248-a9df-66e336b0be89,2013-05-18T14:05:23.456256,2016-11-25T04:06:19.306204,DataSA@sa.gov.au,N/A,N/A,N/A,South Australia,Government of South Australia,data.sa.gov.au,Department for Environment and Water,"nature, Quality, Resources, River, Water, Water Management, Water Quality Management, Water Resources, Water Rivers Management, Water Supply Management, Water Surface Management",water-energy-resources-environment-and-science
Prescribed Well Areas,"In response to water usage issues, certain areas within the state may be prescribed in order to control future water extraction processes. The prescription may be either area based or watercourse based (or in some area both eg Barossa). This layer contains the linework of the groundwater areas which have been prescribed through legislation. This layer is maintained as the master linework of the prescribed areas within the state.",dataset,English,Creative Commons Attribution,active,Linked,asRequired,/data/dataset/2ddbb77b-af67-46ee-bfc2-6f24ac3be01e,2013-05-19T02:01:00.697909,2020-02-18T05:11:59.437827,DEWNR.CustomerServiceCentre@sa.gov.au,N/A,March 2012,,South Australia,Government of South Australia,data.sa.gov.au,Department for Environment and Water,"Nature, Quality, Resources, River, Water, Water Management, Water Quality Management, Water Resources, Water Rivers Management, Water Supply Management, Water Surface Management",water-energy-resources-environment-and-science
Primary Production Priority Areas,"Location of Primary Production Priority Areas (PPPA) as of 2010, within the Greater Adelaide study area.",dataset,English,Creative Commons Attribution,active,Linked,asRequired,/data/dataset/ca50b655-573f-4b5b-91b1-b1638f8fc156,2016-06-26T23:35:11.850891,2020-02-18T23:56:26.353652,datasa@sa.gov.au,,"2010-2011,",,Greater Adelaide study area,Government of South Australia,data.sa.gov.au,Department of Primary Industries and Regions,"agriculture, primary, primary production, production",housing-land-planning-and-infrastructure
Prisoner Characteristics,"Contains national information on prisoners who were in custody on 30 June each year. The statistics are derived from information collected by the ABS from corrective services agencies in each state and territory. Details are provided on the number of people in correctional institutions (including people on remand), imprisonment rates, most serious offence and sentence length. Information is also presented on prisoner characteristics (age, sex, Indigenous status) and on the type of prisoner (all prisoners, sentenced prisoners, and unsentenced prisoners (remandees).",dataset,English,Creative Commons Attribution,active,Linked,asRequired,/data/dataset/36ac147e-e8eb-43fb-af59-c1cc8ef1dc0f,2013-04-16T02:07:43.934186,2017-01-23T03:37:58.427652,DataSA@sa.gov.au,,N/A,,South Australia,Government of South Australia,data.sa.gov.au,ABS (SA Data),"crime, prisoners, statistics",crime-justice-and-law
Private Rent Report,"Summary of median private rent in South Australia by: suburb, postcode, State Government regions and Local Government Areas. 

The information relates to bonds lodged with Consumer and Business Services for private rental properties in South Australia.",dataset,English,Creative Commons Attribution,active,Hosted,quarterly,/data/dataset/8eb97a72-9919-448b-8de6-fc1530b3f7ec,2019-08-27T00:24:16.942224,2020-07-24T04:10:48.173231,HousingStatisticalServices@sa.gov.au,,2012-07-01,,South Australia,Government of South Australia,data.sa.gov.au,SA Housing Authority,"housing, rent, rental",housing-land-planning-and-infrastructure
Accounts Payable - Number of Feed File Transactions Paid,Number of Feed File Transactions Paid FY16,dataset,English,Creative Commons Attribution,active,Hosted,annually,/data/dataset/72f3cad3-6c80-4ea5-b661-a38a90f50e7b,2016-06-23T07:03:51.888238,2016-06-30T04:24:36.200415,datasa@sa.gov.au,,,,South Australia,Government of South Australia,data.sa.gov.au,Department of the Premier and Cabinet,accounts payable,government-reporting-and-policy
Accounts Payable - Number of Manual Invoices Paid,Accounts Payable - Number of Manual Invoices Paid,dataset,English,Creative Commons Attribution,active,Hosted,annually,/data/dataset/0c4fb2ed-4430-46ae-829a-d318834b4fe4,2016-06-23T07:14:38.071684,2016-06-30T06:56:24.339922,datasa@sa.gov.au,,,,South Australia,Government of South Australia,data.sa.gov.au,Department of the Premier and Cabinet,accounts payable,government-reporting-and-policy
Accounts Payable - Number of Urgent Manual Cheque Requests Processed FY15,Accounts Payable - Number of Urgent Manual Cheque Requests Processed FY15,dataset,English,Creative Commons Attribution,active,Hosted,annually,/data/dataset/30a0f44f-03a2-40f4-8808-38f7a0a05430,2016-06-23T07:52:23.319927,2016-06-30T02:58:18.446228,datasa@sa.gov.au,,,,South Australia,Government of South Australia,data.sa.gov.au,Department of the Premier and Cabinet,Accounts Payable,government-reporting-and-policy
Accounts Payable - Number of Calls Received at Shared Services SA Call Centre FY15,Accounts Payable - Number of Calls Received at Shared Services SA Call Centre FY15,dataset,English,Creative Commons Attribution,active,Hosted,annually,/data/dataset/e63cfc8c-ba17-4f41-948c-4f3583635db8,2016-06-23T07:53:52.515791,2016-06-30T03:00:55.309679,datasa@sa.gov.au,,,,South Australia,Government of South Australia,data.sa.gov.au,Department of the Premier and Cabinet,Accounts Payable,government-reporting-and-policy
Accounts Payable - Average Duration of Calls Received at Shared Services SA Call Centre FY15,Accounts Payable - Average Duration of Calls Received at Shared Services SA Call Centre FY15,dataset,English,Creative Commons Attribution,active,Hosted,annually,/data/dataset/3c3ac488-786c-4741-bc87-4e31af61e9e3,2016-06-23T07:54:59.624705,2016-06-30T04:25:02.129460,datasa@sa.gov.au,,,,South Australia,Government of South Australia,data.sa.gov.au,Department of the Premier and Cabinet,Accounts Payable,government-reporting-and-policy
Accounts Payable - TI11 - Total Number of Invoices Paid FY15,Accounts Payable - TI11 - Total Number of Invoices Paid FY15,dataset,English,Creative Commons Attribution,active,Hosted,annually,/data/dataset/d9f22bb5-6386-400b-b623-3bf250ce4dc9,2016-06-23T07:59:03.101926,2016-06-30T04:42:16.452103,datasa@sa.gov.au,,,,South Australia,Government of South Australia,data.sa.gov.au,Department of the Premier and Cabinet,Accounts Payable,government-reporting-and-policy
Accounts Payable - TI11 - Number of Invoices Paid within 30 Calendar Days FY15,Accounts Payable - TI11 - Number of Invoices Paid within 30 Calendar Days FY15,dataset,English,Creative Commons Attribution,active,Hosted,annually,/data/dataset/793733a7-6459-4f91-bef1-a94f2fa096cc,2016-06-23T08:00:02.926335,2016-06-30T03:01:14.058414,datasa@sa.gov.au,,,,South Australia,Government of South Australia,data.sa.gov.au,Department of the Premier and Cabinet,Accounts Payable,government-reporting-and-policy
Accounts Payable - Number of Urgent EFT Requests Processed FY15,Accounts Payable - Number of Urgent EFT Requests Processed FY15,dataset,English,Creative Commons Attribution,active,Hosted,annually,/data/dataset/151b32af-885f-4286-9d04-a9ccf6ee3fc1,2016-06-23T08:10:26.078073,2016-06-29T06:31:06.774888,datasa@sa.gov.au,,,,South Australia,Government of South Australia,data.sa.gov.au,Department of the Premier and Cabinet,Accounts Payable,government-reporting-and-policy
Accounts Payable - Calls Answered Successfully at Shared Services SA Call Centre FY15,Accounts Payable - Calls Answered Successfully at Shared Services SA Call Centre FY15,dataset,English,Creative Commons Attribution,active,Hosted,annually,/data/dataset/297910d4-663a-4aa5-bcb9-1511577ea51f,2016-06-23T07:56:17.390524,2016-06-30T03:02:16.323911,datasa@sa.gov.au,,,,South Australia,Government of South Australia,data.sa.gov.au,Department of the Premier and Cabinet,Accounts Payable,government-reporting-and-policy
Accounts Payable - Calls Answered Within 50 Seconds at Shared Services SA Call Centre FY15,Accounts Payable - Calls Answered Within 50 Seconds at Shared Services SA Call Centre FY15,dataset,English,Creative Commons Attribution,active,Hosted,annually,/data/dataset/eeb72985-feab-4ad2-a792-34e8cf77e80e,2016-06-23T07:57:32.676599,2016-06-30T03:02:52.523297,datasa@sa.gov.au,,,,South Australia,Government of South Australia,data.sa.gov.au,Department of the Premier and Cabinet,Accounts Payable,government-reporting-and-policy
